date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,309.6948547363281,59151200
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,307.3498229980469,77709700
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,308.52239990234375,55653900
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,307.6548767089844,40496400
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,309.2945251464844,68296000
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,311.3917236328125,48473300
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,310.49560546875,53029300
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,312.6310119628906,47086800
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,312.1543884277344,62832800
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,312.85980224609375,72056600
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,315.46234130859375,54050300
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,316.4442138671875,95846000
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,315.8245849609375,77742400
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,315.8626403808594,48914900
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,316.22491455078125,51963000
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,313.4126892089844,87578400
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,308.3888854980469,84062500
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,311.62060546875,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,311.3631896972656,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,312.3736267089844,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,306.7016296386719,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,308.97991943359375,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,313.6891784667969,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,317.3116760253906,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,318.3793640136719,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,316.68255615234375,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,319.04669189453125,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,319.5995788574219,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,321.6586608886719,43992700
