date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,144.9499969482422,145.75999450683594,144.1199951171875,145.5399932861328,138.2128143310547,15309000
2020-02-04,143.99000549316406,144.13999938964844,143.05999755859375,143.5800018310547,136.35145568847656,11388300
2020-02-05,142.3000030517578,142.6999969482422,141.89999389648438,142.00999450683594,134.86053466796875,10782600
2020-02-06,142.17999267578125,142.8800048828125,142.0,142.64999389648438,135.4683380126953,6683100
2020-02-07,144.22000122070312,144.74000549316406,143.8699951171875,144.42999267578125,137.15867614746094,11374800
2020-02-10,145.10000610351562,145.25,144.67999267578125,144.8300018310547,137.53851318359375,6699300
2020-02-11,144.58999633789062,144.72000122070312,143.94000244140625,144.10000610351562,136.84532165527344,7784100
2020-02-12,143.3699951171875,143.5500030517578,142.99000549316406,143.3699951171875,136.15206909179688,5595500
2020-02-13,143.44000244140625,144.1999969482422,143.27000427246094,143.9199981689453,136.67434692382812,7883400
2020-02-14,144.75999450683594,145.0800018310547,144.4499969482422,144.5500030517578,137.2726287841797,7137400
2020-02-18,145.33999633789062,146.0500030517578,144.9199981689453,145.5399932861328,138.2128143310547,6909200
2020-02-19,145.1199951171875,145.6199951171875,144.97999572753906,145.52999877929688,138.20330810546875,5707700
2020-02-20,146.0800018310547,146.94000244140625,146.0,146.6699981689453,139.2859344482422,9332900
2020-02-21,147.8000030517578,148.8800048828125,147.64999389648438,148.0399932861328,140.58688354492188,13860300
2020-02-24,150.8300018310547,150.9600067138672,150.0,150.25,142.68565368652344,15929300
2020-02-25,150.2100067138672,151.75999450683594,150.13999938964844,151.0500030517578,143.44537353515625,20802900
2020-02-26,149.9499969482422,151.72000122070312,149.5800018310547,150.25,142.68565368652344,22589500
2020-02-27,152.6999969482422,153.0800018310547,150.8300018310547,151.8800048828125,144.23362731933594,30687900
2020-02-28,154.4499969482422,155.97999572753906,154.16000366210938,155.30999755859375,147.4909210205078,44935200
2020-03-02,155.3000030517578,156.5,153.75999450683594,153.94000244140625,146.4058074951172,28152400
2020-03-03,153.80999755859375,159.6999969482422,152.36000061035156,156.3300018310547,148.6787872314453,38608000
2020-03-04,156.41000366210938,157.35000610351562,154.19000244140625,154.6699981689453,147.10000610351562,23463700
2020-03-05,157.1300048828125,158.82000732421875,156.80999755859375,158.52000427246094,150.76165771484375,17786200
2020-03-06,167.3000030517578,169.3300018310547,164.11000061035156,166.77000427246094,158.6078338623047,76288300
2020-03-09,179.10000610351562,179.6999969482422,170.33999633789062,171.2899932861328,162.9066162109375,41552800
2020-03-10,169.63999938964844,172.92999267578125,162.02999877929688,162.50999450683594,154.55633544921875,37728300
2020-03-11,165.42999267578125,167.02999877929688,155.6300048828125,156.52999877929688,148.8690185546875,29519300
2020-03-12,163.50999450683594,166.36000061035156,155.66000366210938,157.5,149.7915802001953,24361800
2020-03-13,155.0,158.1999969482422,152.19000244140625,153.94000244140625,146.4058074951172,19812900
2020-03-16,160.3800048828125,166.14999389648438,157.80999755859375,163.91000366210938,155.88784790039062,30496700
2020-03-17,163.5,165.6300048828125,152.7100067138672,152.97999572753906,145.49278259277344,18570900
2020-03-18,152.83999633789062,154.13999938964844,139.00999450683594,144.35000610351562,137.28517150878906,47061000
2020-03-19,146.9499969482422,153.4499969482422,145.25,148.27999877929688,141.0227813720703,21175300
2020-03-20,153.3000030517578,159.42999267578125,152.11000061035156,159.42999267578125,151.62709045410156,20863100
2020-03-23,157.5,166.69000244140625,156.57000732421875,166.0,157.8755340576172,19971800
2020-03-24,161.25,165.4499969482422,160.41000366210938,162.91000366210938,154.93673706054688,11948600
2020-03-25,163.58999633789062,166.67999267578125,161.6199951171875,162.5399932861328,154.58489990234375,10750600
2020-03-26,164.0,165.67999267578125,162.27000427246094,163.33999633789062,155.34571838378906,10576200
2020-03-27,165.52000427246094,168.25,164.58999633789062,167.6999969482422,159.4923095703125,12550000
2020-03-30,168.3000030517578,170.11000061035156,165.94000244140625,166.32000732421875,158.1798553466797,13473200
2020-03-31,165.6999969482422,166.9199981689453,164.55999755859375,164.97000122070312,156.89593505859375,11464800
2020-04-01,168.47999572753906,168.9600067138672,166.39999389648438,167.0399932861328,159.09413146972656,11334700
2020-04-02,168.8300018310547,169.22000122070312,167.25999450683594,168.10000610351562,160.10377502441406,5771200
2020-04-03,168.5500030517578,170.3300018310547,168.13999938964844,168.5,160.4846954345703,6570800
2020-04-06,167.0,168.27000427246094,166.52999877929688,168.05999755859375,160.06556701660156,9434800
2020-04-07,164.9600067138672,166.4199981689453,163.7100067138672,166.3000030517578,158.38938903808594,13811400
2020-04-08,165.11000061035156,166.19000244140625,164.1300048828125,165.08999633789062,157.23690795898438,10147100
2020-04-09,164.27999877929688,165.7899932861328,163.77999877929688,165.38999938964844,157.5226593017578,14259100
2020-04-13,164.75,165.7100067138672,163.8800048828125,163.8800048828125,156.08447265625,8750300
2020-04-14,163.83999633789062,164.74000549316406,163.47999572753906,163.83999633789062,156.04638671875,9019100
2020-04-15,166.8000030517578,168.60000610351562,166.74000549316406,168.17999267578125,160.1798858642578,10027800
2020-04-16,169.25999450683594,170.32000732421875,169.02000427246094,170.08999633789062,161.9990692138672,8265400
2020-04-17,169.82000732421875,170.83999633789062,167.27000427246094,167.80999755859375,159.8275146484375,8612100
2020-04-20,168.44000244140625,169.2899932861328,167.9600067138672,169.16000366210938,161.1133270263672,6462600
2020-04-21,171.92999267578125,172.14999389648438,170.77999877929688,171.2899932861328,163.14198303222656,7850700
2020-04-22,169.97000122070312,170.38999938964844,168.7100067138672,169.5399932861328,161.47520446777344,6230200
2020-04-23,169.8699951171875,170.92999267578125,169.61000061035156,170.44000244140625,162.33238220214844,5968600
2020-04-24,169.61000061035156,170.83999633789062,169.57000732421875,170.83999633789062,162.71336364746094,6211800
2020-04-27,169.66000366210938,169.75,167.44000244140625,167.66000366210938,159.68463134765625,9039500
2020-04-28,168.5500030517578,169.85000610351562,168.4499969482422,169.58999633789062,161.52284240722656,9905400
2020-04-29,169.52999877929688,170.25999450683594,167.9600067138672,168.7100067138672,160.68472290039062,8619600
2020-04-30,168.74000549316406,169.22999572753906,166.7100067138672,166.74000549316406,158.80845642089844,11606100
2020-05-01,167.5,168.11000061035156,166.44000244140625,167.9499969482422,160.16835021972656,10209400
2020-05-04,167.55999755859375,167.67999267578125,166.47999572753906,167.16000366210938,159.4149627685547,8300900
2020-05-05,165.57000732421875,166.27000427246094,165.27000427246094,166.08999633789062,158.39453125,7831800
2020-05-06,163.22999572753906,163.63999938964844,162.0500030517578,163.41000366210938,155.83871459960938,14721500
2020-05-07,163.55999755859375,166.3699951171875,163.33999633789062,166.13999938964844,158.44224548339844,9164800
2020-05-08,164.49000549316406,165.39999389648438,163.67999267578125,163.97999572753906,156.38230895996094,8129800
2020-05-11,163.66000366210938,164.22000122070312,162.10000610351562,162.6999969482422,155.1615447998047,8713500
2020-05-12,163.16000366210938,164.92999267578125,163.1300048828125,164.3699951171875,156.7541961669922,10057300
2020-05-13,165.08999633789062,166.2899932861328,164.8300018310547,165.52000427246094,157.85093688964844,13305600
2020-05-14,167.32000732421875,168.14999389648438,167.0500030517578,167.13999938964844,159.39590454101562,10080000
2020-05-15,168.3000030517578,168.49000549316406,166.3300018310547,166.7100067138672,158.98585510253906,7225600
2020-05-18,164.92999267578125,165.05999755859375,162.4199981689453,163.0500030517578,155.49539184570312,10073100
2020-05-19,162.52000427246094,163.6999969482422,162.47999572753906,163.66000366210938,156.07713317871094,8639100
2020-05-20,163.1699981689453,164.6999969482422,162.8800048828125,164.14999389648438,156.5443878173828,10927300
2020-05-21,164.86000061035156,165.36000061035156,164.2899932861328,164.55999755859375,156.9354705810547,8920000
2020-05-22,164.72000122070312,165.67999267578125,164.61000061035156,165.5500030517578,157.8795623779297,4956700
2020-05-26,163.7100067138672,163.7899932861328,162.97999572753906,163.3300018310547,155.76246643066406,8098900
2020-05-27,162.7899932861328,163.91000366210938,162.58999633789062,163.02999877929688,155.4763641357422,8047400
2020-05-28,161.9600067138672,162.57000732421875,161.66000366210938,162.42999267578125,154.90411376953125,10272600
2020-05-29,162.7100067138672,164.08999633789062,162.35000610351562,163.58999633789062,156.01034545898438,14632700
2020-06-01,162.10000610351562,162.44000244140625,161.6699981689453,162.27999877929688,154.96002197265625,13341400
2020-06-02,161.6699981689453,162.08999633789062,161.25,161.69000244140625,154.39659118652344,11517100
2020-06-03,160.17999267578125,160.3300018310547,158.94000244140625,159.5399932861328,152.34359741210938,12255700
2020-06-04,158.9199981689453,159.00999450683594,157.19000244140625,157.22999572753906,150.1377716064453,14038600
2020-06-05,154.61000061035156,156.16000366210938,153.16000366210938,156.11000061035156,149.06829833984375,17778500
2020-06-08,155.07000732421875,156.85000610351562,155.0500030517578,156.7100067138672,149.64126586914062,10346700
2020-06-09,159.0500030517578,159.63999938964844,158.3000030517578,158.49000549316406,151.34100341796875,9095300
2020-06-10,159.24000549316406,160.89999389648438,159.0500030517578,160.83999633789062,153.58493041992188,13135500
2020-06-11,163.25,164.22999572753906,162.6300048828125,163.8800048828125,156.48780822753906,17086400
2020-06-12,162.41000366210938,163.66000366210938,162.0500030517578,162.3000030517578,154.97909545898438,9716100
2020-06-15,163.88999938964844,164.22000122070312,162.13999938964844,162.38999938964844,155.0650177001953,7759800
2020-06-16,159.41000366210938,161.22999572753906,158.6999969482422,159.89999389648438,152.68731689453125,13698900
2020-06-17,160.27000427246094,160.77000427246094,159.33999633789062,160.55999755859375,153.3175811767578,7113900
2020-06-18,162.0399932861328,162.47999572753906,161.61000061035156,162.25999450683594,154.94090270996094,7691400
2020-06-19,161.0,162.5,160.91000366210938,162.38999938964844,155.0650177001953,8565500
2020-06-22,163.19000244140625,163.4199981689453,162.07000732421875,162.41000366210938,155.08416748046875,9319700
2020-06-23,161.47999572753906,162.05999755859375,161.1199951171875,161.3000030517578,154.0242156982422,9088600
2020-06-24,161.52999877929688,163.08999633789062,161.52000427246094,163.02999877929688,155.67616271972656,11436500
2020-06-25,164.2100067138672,164.35000610351562,163.39999389648438,163.5,156.12498474121094,10968000
2020-06-26,164.25,165.32000732421875,164.17999267578125,165.25,157.7960205078125,12119300
2020-06-29,164.85000610351562,165.27000427246094,164.3800048828125,164.72999572753906,157.29946899414062,7274400
2020-06-30,165.22999572753906,165.2899932861328,163.47999572753906,163.92999267578125,156.53555297851562,14841700
2020-07-01,162.80999755859375,163.55999755859375,162.14999389648438,163.4199981689453,156.2315673828125,13181000
2020-07-02,162.6999969482422,163.74000549316406,162.24000549316406,163.58999633789062,156.39407348632812,7599800
2020-07-06,162.3300018310547,163.02000427246094,161.75,162.9199981689453,155.75352478027344,7972700
2020-07-07,163.4199981689453,165.33999633789062,163.1999969482422,165.2100067138672,157.9428253173828,12791900
2020-07-08,164.32000732421875,164.9199981689453,163.8300018310547,164.5500030517578,157.31185913085938,7253900
2020-07-09,164.66000366210938,167.4499969482422,164.60000610351562,167.1699981689453,159.81658935546875,13373100
2020-07-10,167.9499969482422,168.2100067138672,166.16000366210938,166.3300018310547,159.01351928710938,8478000
2020-07-13,165.5,166.9600067138672,165.22999572753906,166.8800048828125,159.53936767578125,8054000
2020-07-14,167.92999267578125,168.13999938964844,166.97999572753906,167.1199951171875,159.768798828125,11344600
2020-07-15,165.9199981689453,166.9499969482422,165.8300018310547,166.33999633789062,159.02308654785156,7840300
2020-07-16,167.39999389648438,167.77000427246094,167.0399932861328,167.1300048828125,159.77838134765625,9107400
2020-07-17,167.27000427246094,167.39999389648438,166.47000122070312,166.77999877929688,159.44375610351562,8549900
2020-07-20,167.50999450683594,167.6199951171875,166.8000030517578,167.19000244140625,159.83572387695312,6907200
2020-07-21,167.3000030517578,167.72000122070312,167.0800018310547,167.2899932861328,159.9313201904297,8454400
2020-07-22,168.25999450683594,168.4600067138672,167.69000244140625,167.7899932861328,160.40931701660156,6592100
2020-07-23,168.9199981689453,169.8800048828125,168.47999572753906,169.75,162.2830810546875,10471800
2020-07-24,169.00999450683594,169.9199981689453,168.8699951171875,169.74000549316406,162.2735595703125,7520700
2020-07-27,170.25,170.3000030517578,168.99000549316406,169.11000061035156,161.6712646484375,6146400
2020-07-28,169.5399932861328,170.33999633789062,169.42999267578125,170.27999877929688,162.789794921875,8520700
2020-07-29,170.0500030517578,170.38999938964844,168.97999572753906,169.99000549316406,162.5125732421875,6733700
2020-07-30,171.0500030517578,171.25999450683594,170.75,171.11000061035156,163.5832977294922,9376100
2020-07-31,170.14999389648438,171.4600067138672,169.94000244140625,171.0,163.4781036376953,8886000
2020-08-03,169.24000549316406,169.99000549316406,168.97000122070312,169.9499969482422,162.65501403808594,9066200
2020-08-04,170.8300018310547,171.5800018310547,170.72000122070312,171.57000732421875,164.20550537109375,9878900
2020-08-05,170.05999755859375,170.55999755859375,169.69000244140625,170.07000732421875,162.7698974609375,6954100
2020-08-06,171.3800048828125,172.25,170.6199951171875,171.02000427246094,163.67910766601562,9481800
2020-08-07,171.27999877929688,171.5,169.5800018310547,169.8800048828125,162.5880126953125,8176900
2020-08-10,170.22000122070312,170.25,169.07000732421875,169.1199951171875,161.86065673828125,6408500
2020-08-11,167.1699981689453,167.49000549316406,165.8800048828125,167.11000061035156,159.93695068359375,19234200
2020-08-12,165.6999969482422,166.07000732421875,164.99000549316406,165.58999633789062,158.48219299316406,11744800
2020-08-13,165.30999755859375,165.5800018310547,163.1699981689453,163.82000732421875,156.78817749023438,12744700
2020-08-14,163.80999755859375,164.14999389648438,163.16000366210938,163.17999267578125,156.1756134033203,6398100
2020-08-17,163.97000122070312,164.4600067138672,163.42999267578125,163.58999633789062,156.56802368164062,6901500
2020-08-18,164.36000061035156,164.8699951171875,164.08999633789062,164.75999450683594,157.68780517578125,8140600
2020-08-19,165.3699951171875,165.61000061035156,163.3000030517578,163.72999572753906,156.70201110839844,12497700
2020-08-20,165.38999938964844,165.64999389648438,164.92999267578125,165.2100067138672,158.11851501464844,10319900
2020-08-21,165.77000427246094,166.3300018310547,165.00999450683594,166.1999969482422,159.06597900390625,6836000
2020-08-24,166.32000732421875,166.97000122070312,165.86000061035156,165.92999267578125,158.8076171875,6490600
2020-08-25,164.35000610351562,165.08999633789062,163.8300018310547,164.66000366210938,157.5920867919922,10518300
2020-08-26,164.0500030517578,164.3300018310547,163.27999877929688,164.02999877929688,156.98912048339844,8276600
2020-08-27,164.75999450683594,164.82000732421875,161.16000366210938,161.24000549316406,154.3188934326172,19860100
2020-08-28,161.77000427246094,162.0500030517578,160.63999938964844,161.1199951171875,154.2040252685547,8415400
2020-08-31,161.60000610351562,163.25,161.55999755859375,162.19000244140625,155.22811889648438,11388100
2020-09-01,161.75999450683594,164.07000732421875,161.17999267578125,163.86000061035156,157.00360107421875,10587000
2020-09-02,163.50999450683594,165.55999755859375,163.49000549316406,165.4199981689453,158.498291015625,15167700
2020-09-03,165.75,167.24000549316406,165.44000244140625,165.88999938964844,158.94866943359375,16416600
2020-09-04,164.41000366210938,164.6999969482422,162.4499969482422,162.74000549316406,155.930419921875,13780300
2020-09-08,164.3699951171875,165.25999450683594,163.74000549316406,163.74000549316406,156.88864135742188,13790400
2020-09-09,163.94000244140625,164.25,162.75999450683594,163.3000030517578,156.46702575683594,9558900
2020-09-10,162.4600067138672,164.35000610351562,161.9499969482422,164.1300048828125,157.2623291015625,8847700
2020-09-11,164.30999755859375,164.57000732421875,164.0800018310547,164.47999572753906,157.59767150878906,5458200
2020-09-14,164.7899932861328,165.0800018310547,164.22999572753906,164.47000122070312,157.5880889892578,4274900
2020-09-15,164.1699981689453,164.47000122070312,163.7899932861328,164.07000732421875,157.20486450195312,6928500
2020-09-16,164.77999877929688,164.88999938964844,162.97999572753906,163.5800018310547,156.73529052734375,8815200
2020-09-17,164.89999389648438,164.9600067138672,163.8000030517578,164.0800018310547,157.21438598632812,7813900
2020-09-18,164.1699981689453,164.24000549316406,163.33999633789062,163.57000732421875,156.7257537841797,7246300
2020-09-21,164.88999938964844,165.39999389648438,164.13999938964844,164.39999389648438,157.52102661132812,11086900
2020-09-22,164.44000244140625,164.8800048828125,163.8699951171875,164.27000427246094,157.39645385742188,10524100
2020-09-23,164.3000030517578,164.52999877929688,163.47999572753906,164.49000549316406,157.60719299316406,6224800
2020-09-24,164.9600067138672,165.1199951171875,164.6199951171875,165.1199951171875,158.21087646484375,8278100
2020-09-25,165.11000061035156,165.4199981689453,164.7100067138672,165.1199951171875,158.21087646484375,5140300
2020-09-28,164.8699951171875,164.89999389648438,164.3699951171875,164.64999389648438,157.7605438232422,4470100
2020-09-29,164.8000030517578,165.24000549316406,164.55999755859375,164.83999633789062,157.94253540039062,10297600
2020-09-30,164.0,164.0,162.5500030517578,163.25999450683594,156.42868041992188,12971000
2020-10-01,162.50999450683594,163.74000549316406,162.10000610351562,163.36000061035156,156.6866912841797,11523900
2020-10-02,163.61000061035156,163.6699981689453,162.17999267578125,162.75,156.10162353515625,8828800
2020-10-05,160.9499969482422,160.9499969482422,159.52000427246094,159.57000732421875,153.05152893066406,14726000
2020-10-06,159.3300018310547,161.41000366210938,158.67999267578125,160.42999267578125,153.87637329101562,22419400
2020-10-07,159.55999755859375,160.4199981689453,158.86000061035156,159.25999450683594,152.7541961669922,9429200
2020-10-08,159.97000122070312,160.25,159.66000366210938,160.1199951171875,153.57907104492188,8431500
2020-10-09,159.52000427246094,160.27000427246094,158.80999755859375,160.08999633789062,153.55027770996094,8441500
2020-10-12,160.42999267578125,160.67999267578125,160.11000061035156,160.60000610351562,154.0394744873047,3962000
2020-10-13,161.2100067138672,161.8300018310547,161.17999267578125,161.75,155.1424560546875,7914300
2020-10-14,162.3300018310547,162.75,161.97000122070312,162.1199951171875,155.49732971191406,6954800
2020-10-15,163.0399932861328,163.19000244140625,161.63999938964844,161.83999633789062,155.22879028320312,9458800
2020-10-16,161.66000366210938,162.32000732421875,161.10000610351562,161.38999938964844,154.7971954345703,8416300
2020-10-19,160.5,160.97999572753906,160.0500030517578,160.77999877929688,154.212158203125,9286600
2020-10-20,159.86000061035156,160.00999450683594,158.9499969482422,159.25,152.74462890625,11189000
2020-10-21,158.7899932861328,159.3699951171875,158.3699951171875,158.6999969482422,152.21707153320312,10453700
2020-10-22,158.2899932861328,158.6300048828125,156.97000122070312,157.0500030517578,150.63449096679688,12664900
2020-10-23,156.80999755859375,158.2100067138672,156.75,158.00999450683594,151.5552520751953,8783800
2020-10-26,159.2100067138672,160.02000427246094,159.00999450683594,159.47999572753906,152.9652099609375,7227300
2020-10-27,160.22999572753906,160.6999969482422,159.89999389648438,160.5500030517578,153.99147033691406,6062300
2020-10-28,161.3800048828125,161.4600067138672,160.1999969482422,160.6999969482422,154.1354217529297,11765800
2020-10-29,160.72999572753906,160.8300018310547,158.47000122070312,159.13999938964844,152.63909912109375,11932400
2020-10-30,159.02999877929688,159.35000610351562,157.57000732421875,157.57000732421875,151.13323974609375,13095400
2020-11-02,158.6999969482422,159.19000244140625,158.3300018310547,158.5800018310547,152.2653350830078,10810500
2020-11-03,157.85000610351562,157.97999572753906,157.0399932861328,157.66000366210938,151.38192749023438,16228700
2020-11-04,161.63999938964844,162.1699981689453,160.5399932861328,161.0800018310547,154.66575622558594,21570800
2020-11-05,161.63999938964844,161.74000549316406,160.5800018310547,161.36000061035156,154.9345703125,18537500
2020-11-06,159.6199951171875,159.9199981689453,158.94000244140625,159.41000366210938,153.062255859375,12408400
2020-11-09,155.97000122070312,156.14999389648438,154.6300048828125,156.05999755859375,149.8456268310547,23245000
2020-11-10,154.9600067138672,155.80999755859375,154.77999877929688,155.16000366210938,148.98150634765625,12561000
2020-11-11,155.02000427246094,155.94000244140625,154.97000122070312,155.72000122070312,149.5192108154297,5888200
2020-11-12,156.94000244140625,158.39999389648438,156.7100067138672,158.3699951171875,152.0636444091797,15999700
2020-11-13,158.36000061035156,158.5,157.91000366210938,158.16000366210938,151.8619842529297,7344600
2020-11-16,157.72999572753906,158.27999877929688,157.61000061035156,157.77999877929688,151.49716186523438,6310400
2020-11-17,158.77000427246094,159.16000366210938,158.58999633789062,158.80999755859375,152.48611450195312,7444600
2020-11-18,159.44000244140625,159.57000732421875,158.35000610351562,159.27000427246094,152.9278106689453,10333300
2020-11-19,159.97000122070312,160.72000122070312,159.83999633789062,160.08999633789062,153.7151641845703,10637200
2020-11-20,160.52999877929688,161.5399932861328,160.38999938964844,161.50999450683594,155.07864379882812,7246800
2020-11-23,160.82000732421875,160.99000549316406,160.27999877929688,160.77000427246094,154.3680877685547,11300000
2020-11-24,159.99000549316406,160.02000427246094,159.00999450683594,159.1699981689453,152.8318328857422,10891700
2020-11-25,159.25,159.91000366210938,158.6199951171875,158.67999267578125,152.36131286621094,9145800
2020-11-27,159.61000061035156,160.27000427246094,159.5800018310547,160.22000122070312,153.8399658203125,4708200
2020-11-30,160.02999877929688,160.52999877929688,159.75999450683594,160.02000427246094,153.64796447753906,13071600
2020-12-01,158.5500030517578,158.74000549316406,156.67999267578125,157.5,151.38247680664062,13662800
2020-12-02,156.8800048828125,156.92999267578125,155.47999572753906,156.25,150.18106079101562,12114300
2020-12-03,156.94000244140625,157.82000732421875,156.5800018310547,157.50999450683594,151.39210510253906,9626500
2020-12-04,155.69000244140625,155.7899932861328,154.77000427246094,155.1999969482422,149.1718292236328,12734500
2020-12-07,156.35000610351562,156.8800048828125,156.17999267578125,156.60000610351562,150.51748657226562,9316100
2020-12-08,157.57000732421875,158.07000732421875,157.1999969482422,157.33999633789062,151.2286834716797,7397200
2020-12-09,156.5500030517578,157.32000732421875,156.00999450683594,156.82000732421875,150.7288818359375,7750100
2020-12-10,157.24000549316406,158.2899932861328,156.8300018310547,158.2100067138672,152.06494140625,10025100
2020-12-11,158.64999389648438,159.38999938964844,158.32000732421875,158.77000427246094,152.60317993164062,8135900
2020-12-14,157.49000549316406,158.69000244140625,157.11000061035156,158.3300018310547,152.18028259277344,7535900
2020-12-15,157.77999877929688,158.38999938964844,157.30999755859375,157.8000030517578,151.6708526611328,6847500
2020-12-16,156.5800018310547,157.88999938964844,156.38999938964844,157.3800048828125,151.2671661376953,9954200
2020-12-17,158.1300048828125,158.4600067138672,156.42999267578125,156.8000030517578,150.86692810058594,9422700
2020-12-18,157.1199951171875,157.3800048828125,156.17999267578125,156.3300018310547,150.41465759277344,6505000
2020-12-21,157.1999969482422,157.33999633789062,156.4499969482422,156.9499969482422,151.01123046875,8988200
2020-12-22,157.55999755859375,157.8300018310547,157.0800018310547,157.75999450683594,151.79055786132812,7370800
2020-12-23,156.6199951171875,156.69000244140625,155.4600067138672,156.6699981689453,150.74183654785156,9266600
2020-12-24,156.89999389648438,157.42999267578125,156.85000610351562,157.2899932861328,151.33834838867188,3117100
2020-12-28,156.3800048828125,157.4499969482422,156.10000610351562,157.36000061035156,151.40573120117188,7791100
2020-12-29,156.38999938964844,157.2899932861328,156.36000061035156,157.16000366210938,151.21327209472656,9030900
2020-12-30,156.82000732421875,157.52999877929688,156.67999267578125,157.5,151.5404052734375,9097300
2020-12-31,157.4600067138672,158.0800018310547,157.4499969482422,157.72999572753906,151.76171875,7742100
